DATA,Time,BTTS,IN LIVE?,Odd J,Odd M,Juice,EV,Stake,Lucro Max,Profit,Jogo,Liga,Região,Match ID,%_ProbMod,OBS
16/05/2026,15:30,Sim,,"2,60","2,75","0,00%","5,77%","R$ 5,00","8,75","-R$ 5,00",CS Dock Sud vs CSD Flandria,Argentina Primera B Metropolitana,Argentina,194542132,"38,46%",Reality Scanner V4
16/05/2026,15:30,Sim,,"2,38","2,50","0,00%","5,04%","R$ 5,00","7,50","-R$ 5,00",Real Pilar vs Excursionistas,Argentina Primera B Metropolitana,Argentina,194542151,"42,02%",Reality Scanner V4
16/05/2026,15:30,Sim,,"2,57","2,75","0,00%","7,00%","R$ 5,00","8,75","-R$ 5,00",UAI Urquiza vs Villa Dalmine,Argentina Primera B Metropolitana,Argentina,194542145,"38,91%",Reality Scanner V4
16/05/2026,15:00,Sim,,"1,68","1,90","0,00%","13,10%","R$ 5,00","4,50","-R$ 5,00",Juventud De Las Piedras vs Club Atletico Progreso,Uruguay Torneo Intermedio,Uruguay,194538980,"59,52%",Reality Scanner V4
16/05/2026,15:00,Sim,,"2,08","2,20","0,00%","5,77%","R$ 5,00","6,00","-R$ 5,00",America MG (W) vs Atletico Mineiro (W),Brazil Serie A1 Women,Brazil,194094035,"48,08%",Reality Scanner V4
16/05/2026,16:00,Sim,,"1,95","2,10","0,00%","7,69%","R$ 5,00","5,50","-R$ 5,00",Gremio (W) vs Mixto (W),Brazil Serie A1 Women,Brazil,194094039,"51,28%",Reality Scanner V4
16/05/2026,17:00,Sim,,"1,81","2,00","0,00%","10,50%","R$ 5,00","5,00","R$ 5,00",Ypiranga RS vs Maringa,Brazil Serie C,Brazil,194371128,"55,25%",Reality Scanner V4
16/05/2026,17:30,Sim,,"2,28","2,50","0,00%","9,65%","R$ 5,00","7,50","-R$ 5,00",Alianza vs CD Real Santander,Colombia Cup,Colombia,194698285,"43,86%",Reality Scanner V4
16/05/2026,18:30,Sim,,"2,00","2,25","0,00%","12,50%","R$ 5,00","6,25","R$ 6,25",Universidad Catolica del Ecuador vs Delfin SC,Ecuador LigaPro Serie A,Ecuador,193711631,"50,00%",Reality Scanner V4
16/05/2026,17:15,Sim,,"1,88","2,00","0,00%","6,38%","R$ 5,00","5,00","-R$ 5,00",Guarani Asuncion vs Sportivo Ameliano,Paraguay Division Profesional,Paraguay,194490717,"53,19%",Reality Scanner V4
16/05/2026,17:15,Sim,,"1,56","1,80","0,00%","15,38%","R$ 5,00","4,00","-R$ 5,00",Juan Pablo II College vs Alianza Atletico,Peru Liga 1,Peru,193715875,"64,10%",Reality Scanner V4
16/05/2026,18:30,Sim,,"1,59","2,00","0,00%","25,79%","R$ 5,00","5,00","R$ 5,00",Penarol vs Liverpool Montevideo,Uruguay Torneo Intermedio,Uruguay,194538982,"62,89%",Reality Scanner V4
16/05/2026,20:30,Sim,,"1,56","1,70","0,00%","8,97%","R$ 5,00","3,50","R$ 3,50",Charlotte FC vs Toronto FC,USA MLS,USA,193719790,"64,10%",Reality Scanner V4
16/05/2026,19:30,Sim,,"2,18","2,37","0,00%","8,72%","R$ 5,00","6,85","-R$ 5,00",North Carolina Courage (W) vs Chicago Stars (W),USA NWSL Women,USA,194538178,"45,87%",Reality Scanner V4
16/05/2026,21:45,Sim,,"1,67","1,72","0,00%","2,99%","R$ 5,00","3,60","R$ 3,60",Denver Summit FC (W) vs Orlando Pride (W),USA NWSL Women,USA,194538185,"59,88%",Reality Scanner V4
16/05/2026,22:30,Sim,,"1,66","1,72","0,00%","3,61%","R$ 5,00","3,60","-R$ 5,00",Sport Boys vs Cusco FC,Peru Liga 1,Peru,193715880,"60,24%",Reality Scanner V4
16/05/2026,20:30,Sim,,"2,22","2,25","0,00%","1,35%","R$ 5,00","6,25","-R$ 5,00",Cuiaba vs Novorizontino,Brazil Serie B,Brazil,193711513,"45,05%",Reality Scanner V4
16/05/2026,19:30,Sim,,"2,22","2,62","0,00%","18,02%","R$ 5,00","8,10","R$ 8,10",Floresta vs Amazonas,Brazil Serie C,Brazil,194371138,"45,05%",Reality Scanner V4
16/05/2026,17:30,Sim,S,"1,57","1,66","0,00%","5,73%","R$ 5,00","3,30","-R$ 5,00",CF Montreal vs Chicago Fire,USA MLS,USA,193719786,"63,69%",Reality Scanner V4
17/05/2026,04:30,Sim,,"1,72","1,83","0,00%","6,40%","R$ 5,00","4,15","R$ 4,15",Gimhae FC 2008 vs Daegu FC,South Korea K League 2,South Korea,193203810,"58,14%",Reality Scanner V4
17/05/2026,04:30,Sim,,"1,93","2,20","0,00%","13,99%","R$ 5,00","6,00","R$ 6,00",Seongnam FC vs Gyeongnam FC,South Korea K League 2,South Korea,193203821,"51,81%",Reality Scanner V4
17/05/2026,08:30,Sim,,"1,70","2,10","0,00%","23,53%","R$ 5,00","5,50","-R$ 5,00",Sporting Club Delhi vs Inter Kashi FC,India Super League,India,194532477,"58,82%",Reality Scanner V4
17/05/2026,01:00,Sim,,"1,75","1,90","0,00%","8,57%","R$ 5,00","4,50","R$ 4,50",V-Varen Nagasaki vs Vissel Kobe,Japan J-League,Japan,193381857,"57,14%",Reality Scanner V4
17/05/2026,02:00,Sim,,"1,84","1,95","0,00%","5,98%","R$ 5,00","4,75","-R$ 5,00",JEF Utd Chiba vs Kashima Antlers,Japan J-League,Japan,193381869,"54,35%",Reality Scanner V4
17/05/2026,08:00,Sim,,"1,68","1,83","0,00%","8,93%","R$ 5,00","4,15","R$ 4,15",FC Helsingor vs Skive,Denmark Division 2,Denmark,194639000,"59,52%",Reality Scanner V4
17/05/2026,16:00,Sim,,"1,97","2,20","0,00%","11,68%","R$ 5,00","6,00","-R$ 5,00",Caxias vs Paysandu,Brazil Serie C,Brazil,194371164,"50,76%",Reality Scanner V4
17/05/2026,14:00,Sim,,"1,70","1,80","0,00%","5,88%","R$ 5,00","4,00","R$ 4,00",Athletic Club vs Celta Vigo,Spain La Liga,Spain,193332391,"58,82%",Reality Scanner V4
17/05/2026,14:00,Sim,,"1,82","2,20","0,00%","20,88%","R$ 5,00","6,00","-R$ 5,00",Elche vs Getafe,Spain La Liga,Spain,193332402,"54,95%",Reality Scanner V4
17/05/2026,14:00,Sim,,"1,64","1,75","0,00%","6,71%","R$ 5,00","3,75","-R$ 5,00",Real Oviedo vs CD Alaves,Spain La Liga,Spain,193332417,"60,98%",Reality Scanner V4
17/05/2026,14:00,Sim,,"1,54","1,72","0,00%","11,69%","R$ 5,00","3,60","R$ 3,60",Fenerbahce vs Eyupspor,Türkiye Super Lig,Turkey,193718072,"64,94%",Reality Scanner V4
17/05/2026,15:00,Sim,,"1,73","2,20","0,00%","27,17%","R$ 5,00","6,00","-R$ 5,00",Racing Club de Montevideo vs Cerro Largo,Uruguay Torneo Intermedio,Uruguay,194538987,"57,80%",Reality Scanner V4
17/05/2026,18:00,Sim,,"1,54","1,90","0,00%","23,38%","R$ 5,00","4,50","-R$ 5,00",Albion FC vs Montevideo Wanderers,Uruguay Torneo Intermedio,Uruguay,194538994,"64,94%",Reality Scanner V4
17/05/2026,18:30,Sim,,"1,81","1,95","0,00%","7,73%","R$ 5,00","4,75","-R$ 5,00",Bragantino vs Vitoria,Brazil Serie A,Brazil,193710991,"55,25%",Reality Scanner V4
17/05/2026,18:30,Sim,,"2,13","2,25","0,00%","5,63%","R$ 5,00","6,25","R$ 6,25",Criciuma vs Atletico GO,Brazil Serie B,Brazil,193711526,"46,95%",Reality Scanner V4
17/05/2026,22:00,Sim,,"1,68","1,83","0,00%","8,93%","R$ 5,00","4,15","-R$ 5,00",Vancouver FC vs Cavalry FC,Canada Premier League,Canada,193192720,"59,52%",Reality Scanner V4
17/05/2026,14:00,Sim,,"1,57","1,66","0,00%","5,73%","R$ 5,00","3,30","-R$ 5,00",Atletico Ottawa vs HFX Wanderers FC,Canada Premier League,Canada,193192712,"63,69%",Reality Scanner V4
17/05/2026,12:30,Sim,,"1,85","2,00","0,00%","8,11%","R$ 5,00","5,00","R$ 5,00",MP vs Jippo,Finland Ykkosliiga,Finland,194589295,"54,05%",Reality Scanner V4
17/05/2026,13:30,Sim,,"1,52","1,80","0,00%","18,42%","R$ 5,00","4,00","R$ 4,00",AEK Athens vs Olympiacos,Greece Super League 1,Greece,193754247,"65,79%",Reality Scanner V4
17/05/2026,11:00,Sim,,"1,68","1,83","0,00%","8,93%","R$ 5,00","4,15","-R$ 5,00",FK Auda vs RFS,Latvia Virsliga,Latvia,194490403,"59,52%",Reality Scanner V4
17/05/2026,12:30,Sim,,"1,59","1,72","0,00%","8,18%","R$ 5,00","3,60","R$ 3,60",Olimpija Ljubljana vs NK Radomlje,Slovenia Prva Liga,Slovenia,193716913,"62,89%",Reality Scanner V4
17/05/2026,14:00,Sim,,"1,75","2,00","0,00%","14,29%","R$ 5,00","5,00","R$ 5,00",Osasuna vs Espanyol,Spain La Liga,Spain,193332397,"57,14%",Reality Scanner V4
17/05/2026,09:00,Sim,,"1,61","1,70","0,00%","5,59%","R$ 5,00","3,50","-R$ 5,00",Brommapojkarna vs Kalmar FF,Sweden Allsvenskan,Sweden,193320650,"62,11%",Reality Scanner V4
17/05/2026,11:30,Sim,,"1,69","1,75","0,00%","3,55%","R$ 5,00","3,75","R$ 3,75",Västerås SK FK vs AIK,Sweden Allsvenskan,Sweden,193320661,"59,17%",Reality Scanner V4
17/05/2026,10:00,Sim,,"1,79","1,90","0,00%","6,15%","R$ 5,00","4,50","R$ 4,50",Central Espanol vs Defensor Sporting,Uruguay Torneo Intermedio,Uruguay,194538984,"55,87%",Reality Scanner V4
17/05/2026,10:00,Sim,,"1,56","1,66","0,00%","6,41%","R$ 5,00","3,30","-R$ 5,00",IBV Vestmannaeyjar vs Vikingur Reykjavik,Iceland Premier League,Iceland,194532855,"64,10%",Reality Scanner V4
17/05/2026,10:00,Sim,,"1,59","1,66","0,00%","4,40%","R$ 5,00","3,30","R$ 3,30",Nordic United FC vs Falkenbergs FF,Sweden Superettan,Sweden,193320770,"62,89%",Reality Scanner V4
17/05/2026,10:30,Sim,,"1,75","1,83","0,00%","4,57%","R$ 5,00","4,15","-R$ 5,00",Elversberg vs SC Preussen Munster,Germany Bundesliga II,Germany,193001592,"57,14%",Reality Scanner V4
17/05/2026,11:00,Sim,,"1,89","2,00","0,00%","5,82%","R$ 5,00","5,00","-R$ 5,00",FC Kuressaare vs JK Nomme Kalju,Estonia Meistriliiga,Estonia,193331800,,Reality Scanner V4
17/05/2026,11:00,Sim,,"1,79","1,93","2,50%","5,13%","R$ 5,00","4,65","R$ 4,65",Everton vs Sunderland,England Premier League,England,192998811,,Reality Scanner V4
17/05/2026,13:30,Sim,,"1,62","1,75","0,00%","8,02%","R$ 5,00","3,75","-R$ 5,00",Club Brugge vs Union Saint Gilloise,Belgium First Division A,Belgium,193331434,,Reality Scanner V4
17/05/2026,12:00,Sim,,"1,85","2,10","0,00%","13,51%","R$ 5,00","5,50","-R$ 5,00",Viktoria Plzen vs FK Jablonec,Czechia First League,Czech Republic,194641343,,Reality Scanner V4
17/05/2026,13:30,Sim,S,"1,86","2,10","0,00%","12,90%","R$ 5,00","5,50","R$ 5,50",Huachipato vs Union La Calera,Chile Liga de Primera,Chile,193193646,,Reality Scanner V4
17/05/2026,13:30,Sim,S,"1,77","1,90","0,00%","7,34%","R$ 5,00","4,50","-R$ 5,00",FK Radnik Surdulica vs Crvena Zvezda,Serbia Super Liga,Serbia,194091129,,Reality Scanner V4
17/05/2026,15:15,Sim,,"1,50","1,66","0,00%","10,67%","R$ 5,00","3,30","R$ 3,30",Polonia Bytom vs Slask Wroclaw,Poland I Liga,Poland,193336455,,Reality Scanner V4
17/05/2026,13:45,Sim,S,"1,98","2,10","0,00%","6,06%","R$ 5,00","5,50","-R$ 5,00",Istra 1961 vs HNK Rijeka,Croatia HNL,Croatia,193719939,,Reality Scanner V4
17/05/2026,16:15,Sim,,"1,77","2,00","0,00%","12,99%","R$ 5,00","5,00","R$ 5,00",Real Zaragoza vs Sporting Gijon,Spain Segunda,Spain,193003652,,Reality Scanner V4
17/05/2026,15:00,Sim,,"1,67","1,90","0,00%","13,77%","R$ 5,00","4,50","-R$ 5,00",Catanzaro vs Palermo,Italy Serie B,Italy,194577020,,Reality Scanner V4
17/05/2026,14:00,Sim,S,"1,41","1,50","0,00%","6,38%","R$ 5,00","2,50","R$ 2,50",FH Hafnarfjordur vs KA Akureyri,Iceland Premier League,Iceland,194532871,,Reality Scanner V4
17/05/2026,15:00,Sim,,"1,74","1,80","0,00%","3,45%","R$ 5,00","4,00","-R$ 5,00",Potenza vs Ascoli,Italy Serie C Play-Offs,Italy,194697246,,Reality Scanner V4
17/05/2026,14:30,Sim,,"1,39","1,57","0,00%","12,95%","R$ 5,00","2,85","R$ 2,85",Keflavik vs Stjarnan,Iceland Premier League,Iceland,194532878,,Reality Scanner V4
17/05/2026,16:30,Sim,,"2,47","2,62","0,00%","6,07%","R$ 5,00","8,10","-R$ 5,00",CA Sarmiento de la Banda vs Tucuman Central,Argentina Torneo A,Argentina,194637836,,Reality Scanner V4
17/05/2026,15:00,Sim,,"2,24","2,37","0,00%","5,80%","R$ 5,00","6,85","-R$ 5,00",Club Atlético El Linqueño vs Gimnasia C. Uruguay,Argentina Torneo A,Argentina,194637813,,Reality Scanner V4
17/05/2026,16:00,Sim,,"2,14","2,75","0,00%","28,50%","R$ 5,00","8,75","-R$ 5,00",Brasil de Pelotas vs Sao Jose RS,Brazil Serie D,Brazil,194639820,,Reality Scanner V4
17/05/2026,16:00,Sim,,"2,22","2,50","0,00%","12,61%","R$ 5,00","7,50","-R$ 5,00",Cianorte vs FC Cascavel,Brazil Serie D,Brazil,194640997,,Reality Scanner V4
17/05/2026,15:00,Sim,,"1,99","2,10","0,00%","5,53%","R$ 5,00","5,50","-R$ 5,00",US Yacoub El Mansour vs MAS Fes,Morocco Cup,Morocco,194640392,,Reality Scanner V4
17/05/2026,18:30,Sim,,"1,98","2,10","0,00%","6,06%","R$ 5,00","5,50","R$ 5,50",Colo Colo vs Nublense,Chile Liga de Primera,Chile,193193652,,Reality Scanner V4
17/05/2026,15:15,Sim,S,"1,24","1,30","0,00%","4,84%","R$ 5,00","1,50","R$ 1,50",KR Reykjavik vs Fram Reykjavik,Iceland Premier League,Iceland,194532883,,Reality Scanner V4
17/05/2026,17:00,Sim,S,"2,42","2,62","0,00%","8,26%","R$ 5,00","8,10","R$ 8,10",Sampaio Correa vs Parnahyba,Brazil Serie D,Brazil,194639826,,Reality Scanner V4
17/05/2026,18:00,Sim,S,"2,15","2,37","0,00%","10,23%","R$ 5,00","6,85","R$ 6,85",Anapolis vs Barra SC,Brazil Serie C,Brazil,194371169,,Reality Scanner V4
17/05/2026,19:00,Sim,S,"1,83","1,90","0,00%","3,83%","R$ 5,00","4,50","-R$ 5,00",Portland Thorns (W) vs Angel City FC (W),USA NWSL Women,USA,194538187,,Reality Scanner V4
